Player, Score
Igor Ozhiganov,0.02873469
Zdenek Blatny,0.028711737
Joachim Blichfeld,0.028706275
Sergei Shirokov,0.028706275
Fredrik  Handemark,0.028706275
Bryan Lerg,0.028706275
Andrei Podkonicky,0.028706275
Nelson Burton,0.028706275
Rob Skrlac,0.028706275
Dean Chynoweth,0.028666522
Ken Sabourin,0.028610776
Maxim Balmochnykh,0.028582662
Steve Bancroft,0.028582662
Leo Carbol,0.028582662
Mike Heidt,0.028582662
Matt Henderson,0.028582662
Barrie Meissner,0.028582662
Pete Bessone,0.028582662
Jonathan Davidsson,0.028582662
Barry MacKenzie,0.028582662
Mattias Norlinder,0.028582662
Jeffrey Teal,0.028582662
Chris Bala,0.028582662
Kevin Quick,0.028582662
Hardy Haman Aktell,0.028582662
Marty Dallman,0.028582662
Victor Ejdsell,0.028582662
Cole Schneider,0.028582662
Cliff Simpson,0.028582662
Jim Culhane,0.028582662
Alex Steeves,0.028582662
Brandon Nolan,0.028582662
Bobby Guindon,0.028582662
Chad Kolarik,0.028582662
Peter Sturgeon,0.028582662
John Ludvig,0.028582662
Todd Flichel,0.028582662
Alexei Kaigorodov,0.028582662
Gary Yaremchuk,0.028545297
Jim Mikol,0.028545297
Jason Podollan,0.028522306
Arto Blomsten,0.028510883
Joby Messier,0.028510883
Scott Sandelin,0.028510883
Ben Meyers,0.028488694
Tobias Bjornfot,0.028486004
Justin Bailey,0.028476185
Eric Tangradi,0.028474085
Mike Nykoluk,0.0284726
Brett Lindros,0.028435038
Frank Simonetti,0.028433482
Chris Brown,0.028428745
Tyson Strachan,0.028377451
Yan Golubovsky,0.02836428
Jarno Kultanen,0.028306557
Ryan Vandenbussche,0.028280563
Jason Akeson,0.028262008
Alex Singbush,0.028254293
Victor Oreskovich,0.028252803
Christoffer Ehn,0.028243146
Jonas Holos,0.028225821
John Gilmour,0.028146362
Jakob Lilja,0.028146362
Aris Brimanis,0.028133487
Serge Payer,0.028037176
Doug Janik,0.027993233
Myles Lane,0.027992535
Rod Smylie,0.02797817
Theo Peckham,0.027966881
Bert Robertsson,0.027903462
Andrew Gordon,0.02788462
Craig Cunningham,0.027867302
Jack Bownass,0.02784202
Bobby Sanguinetti,0.027722838
Noah Welch,0.027706408
Raitis Ivanans,0.027686369
Mike Blunden,0.027661117
Casey Fitzgerald,0.027618322
Oskars Bartulis,0.027609791
Jean-Luc Grand-Pierre,0.027601465
Tony Feltrin,0.02756464
Todd Harkins,0.02756464
Glenn Patrick,0.027503678
Anders Myrvold,0.027491279
Philip Von Stefenelli,0.027491279
Chris McAllister,0.027433024
Jim Hay,0.027432005
Alexander Alexeyev,0.027384242
Greg Smyth,0.027366634
Chris Summers,0.027323872
Pierre Sevigny,0.027268143
Peter Slobodian,0.027264771
Borna Rendulic,0.027241066
Tuomas Pihlman,0.027241066
Bjorn Johansson,0.027241066
Uvis Balinskis,0.027241066
Rick Bennett,0.027241066
Wade Megan,0.027241066
Larry Wright,0.027214816
Nolan Yonkman,0.027184622
Shawn Cronin,0.027146958
Antti Pihlstrom,0.027139298
Johan Witehall,0.027139298
Dave MacKay,0.027128257
Ian McCoshen,0.027088721
Rob Flockhart,0.027081972
Alexander Urbom,0.026997437
Maxime Macenauer,0.026981398
Norm Corcoran,0.026981398
Mark Visheau,0.026981398
Moylan McDonnell,0.026949368
Willie Brossart,0.026892822
Martin Simard,0.026856691
Simon Benoit,0.02683936
Dennis Abgrall,0.026788994
Danick Martel,0.026788994
Joel Persson,0.026788994
Larry Gloekner,0.026788994
Jyrki Seppa,0.026788994
Peter Dineen,0.026788994
Jaroslav Sevcik,0.026788994
Taylor Leier,0.026741658
Joe Noris,0.026741658
Mike Sislo,0.026714829
Brian Lashoff,0.026670262
Libor Hajek,0.026598009
Jean-Philippe Cote,0.026581178
Art Lesieur,0.026558869
Billy Tibbetts,0.02654424
Larry Bignell,0.02651611
Connie Madigan,0.02651611
Mike Hardman,0.026509648
Danny Syvret,0.026373383
Stu Bickel,0.026322102
Rob Davison,0.02623672
Dennis Vial,0.026227055
Jason Holland,0.026215667
Mike Boland,0.026214015
Eddie Ouellette,0.026192295
Jean Pusie,0.02618786
Frazer McLaren,0.026127539
Matthew Block,0.0261028
Vern Ayres,0.026069568
Micah Aivazoff,0.026013024
Andrew Mckim,0.025906666
Andy Welinski,0.025875531
Kaspars Astashenko,0.025873701
Gregory Parks,0.025873701
Alexei Smirnov,0.025824248
Red Mitchell,0.025774233
Otto Koivula,0.025723919
Reed Low,0.025653791
Corey Spring,0.025635668
Matt Elich,0.025635668
Frank Sheppard,0.025616732
Patrick Davis,0.025616732
Alvin Fisher,0.025616732
Shawn Evans,0.025616732
John Albert,0.025616732
Nikita Nesterenko,0.025616732
Kellan Lain,0.025616732
Shawn McCosh,0.025616732
Jack Ahcan,0.025616732
Bokondji Imama,0.025616732
Richard Zemlak,0.02561475
Steve Webb,0.025504698
Drew Larman,0.025436326
Louis Crawford,0.025436326
Ilkka Pikkarainen,0.025427933
Sean Collins,0.025345038
Greg Pankewicz,0.025345038
Anthony Peluso,0.025322411
John Quenneville,0.02525772
Dave Richardson,0.025222146
Kevin Gravel,0.025165978
Barry Legge,0.025106017
Brian McCutcheon,0.025099664
Ladislav Benysek,0.025099015
Garth Murray,0.025081305
Kyle Burroughs,0.02504084
Mike Bishai,0.024966158
Sven Butenschon,0.024956326
Chris Lipuma,0.024946404
Jim Hargreaves,0.024938789
Dwight Helminen,0.02493277
Roy Burmister,0.024909809
Cole Koepke,0.024890952
Anton Belov,0.024885026
Niklas Nordgren,0.024794933
Kyle Rau,0.024656695
Bill Kitchen,0.024626035
Kirill Safronov,0.024603525
Marc-Andre Cliche,0.0245943
Timothy Sheehy,0.024592456
Nathan Perrott,0.024590193
Roby Jarventie,0.024587277
Cory Larose,0.024587277
Kenny Girard,0.024587277
Hazen McAndrew,0.024587277
Tyler Eckford,0.024587277
Radek Smolenak,0.024587277
Dwayne Zinger,0.024587277
Jason Widmer,0.024587277
Peter Helander,0.024587277
Steve Langdon,0.024587277
Cooper Marody,0.024587277
Jim Stanfield,0.024587277
Jeff Brownschidle,0.024587277
Brian Fahey,0.024587277
Brian Ferlin,0.024587277
Ryan Kraft,0.024587277
Ryan Ready,0.024587277
Chris Armstrong,0.024587277
Frank Bennett,0.024587277
Patrick Coulombe,0.024587277
Tony Savage,0.024566014
Colton White,0.024513342
Lance Ward,0.024432228
Gabriel Dumont,0.024411262
Sparky Vail,0.024408324
Luke Witkowski,0.024329672
Joonas Kemppainen,0.024298606
Armand Raymond,0.024284005
Robert Schnabel,0.024284005
Kevin Kaminski,0.024251676
Frank Corrado,0.024243331
Mickey Blake,0.02422377
Keith Aulie,0.024074616
Jay Henderson,0.024072305
Jeff Hoggan,0.024068569
Steven Halko,0.024049844
Howie Mackie,0.024031959
Jeremy Colliton,0.024023321
Mika Pyorala,0.024016303
Neil Nicholson,0.024006774
Norm Beaudin,0.02398997
Andreas Thuresson,0.02398997
DJ King,0.023982322
Fred Arthur,0.023968749
Bob Trapp,0.023821763
Evgeny Korolev,0.023800611
Rick McCann,0.023800611
Denis Tsygurov,0.023786307
Darcy Loewen,0.023782396
Philip Crowe,0.02374198
Derek Boogaard,0.023671698
Stephen Peat,0.023644363
Daniel Trebil,0.023600513
David Harlock,0.023568901
Ken Murray,0.023548768
Matt Jones,0.023548768
Jeffrey Viel,0.023538707
David Gustafsson,0.023495678
Cam Janssen,0.023494905
Evgeny Grachev,0.02345777
Pierre-Cedric Labrie,0.023429736
Arturs Kulda,0.023391612
Andy Miele,0.023391612
Parker Wotherspoon,0.023391612
Walt Ledingham,0.023391612
Kevin Czuczman,0.023391612
John Taft,0.023391612
Simon Wheeldon,0.023391612
Billy Inglis,0.023358623
Jeremy Davies,0.023318656
Ashton Sautner,0.023318656
Mario Giallonardo,0.023318656
Tim Friday,0.023318656
Karl Stollery,0.023318656
Radim Bicanek,0.023295447
Jason Bowen,0.023169422
Petr Kanko,0.023152967
Brent Tremblay,0.023152967
Howard McNamara,0.023152967
John Persson,0.023152967
Frank King,0.023152967
Patrick Russell,0.023150923
Samuel Bolduc,0.02308745
Ryan Hollweg,0.023029536
Rick Berry,0.023028945
Clarence Boucher,0.023025542
Hugh Harvey,0.022973122
James Wright,0.022955726
Tanner Laczynski,0.022940792
Bo Groulx,0.0228806
Brad Norton,0.022784277
Paul Stewart,0.022744506
Bob Falkenberg,0.02273597
Dan Focht,0.022544523
Garrett Wilson,0.022537484
Allan Murray,0.02253591
Dan Renouf,0.022437033
Joe Matte,0.022437033
Paul Thompson,0.022437033
Marek Hrivik,0.022437033
Jackson LaCombe,0.022437033
Christian Thomas,0.022396969
Erik Westrum,0.022396969
Andy Branigan,0.022396969
Guillaume Brisebois,0.022396969
Kimbi Daniels,0.022396969
Hank Lammens,0.022396969
Jordan Schmaltz,0.022343503
Miloslav Guren,0.022337681
Lou Holmes,0.022323602
William Lagesson,0.022270785
Buck Jones,0.022259726
John Gruden,0.022203602
Sam Godin,0.02218645
Marquis Mathieu,0.022018804
Ole-Kristian Tollefsen,0.022012512
David Ling,0.021977052
Brent Thompson,0.021893703
Brian Hill,0.021858262
John Arbour,0.021846655
Kent Paynter,0.021826236
Mike Mcbain,0.021776937
Fred Speck,0.021690024
Leo Quenneville,0.021629087
Dan Brennan,0.021600575
Francois Groleau,0.021600575
Charles Luksa,0.021600575
Jack Markle,0.021600575
Leigh Verstraete,0.021600575
Justin DiBenedetto,0.021600575
Gordie Clark,0.021600575
Kevin Doell,0.021600575
Denis Larocque,0.021600575
Erik Burgdoerfer,0.021600575
Chris Corrinet,0.021600575
Ray Macias,0.021600575
Emile Poirier,0.021600575
Mike Liambas,0.021600575
Fredrik Karlström,0.021600575
Olle Lycksell,0.021600575
Terry McDonald,0.021600575
Ray Podloski,0.021600575
Kurtis Gabriel,0.021582706
Warren Peters,0.021564532
Michal Jordan,0.021351822
Blake Pietila,0.02134378
Tuomas Gronman,0.02134378
Johan Lindbom,0.02134378
Wade Brookbank,0.021342485
Dan Kordic,0.021301105
Jack Caffery,0.02128723
Jesse Boulerice,0.021275123
Henry Hicks,0.021186887
Jimmy Creighton,0.021144314
Doug Macdonald,0.021144314
Tim Armstrong,0.021144314
Gabriel Fortier,0.021144314
Greg Rallo,0.021144314
Jacob Lucchini,0.021144314
Raymond Sawada,0.021144314
Reid Bailey,0.021137767
Ed Patterson,0.021095369
Dave Thomlinson,0.02102369
Francis Cain,0.020980045
Aaron Ness,0.020935651
Gregory Tebbutt,0.020886317
Austin Strand,0.020886317
Mickey McGuire,0.020884292
Jackson Cates,0.020858823
Gordon Wappel,0.020858823
Al Huggins,0.020858823
Duncan Siemens,0.020858823
Barry Tallackson,0.020858823
John Bethel,0.020812131
Ed Reigle,0.020812131
Walter Kalbfleish,0.020659059
Ray Fortin,0.020652682
Freddie Hamilton,0.020617722
Jack Lancien,0.020592918
John Scott,0.020525095
Sean Shanahan,0.020457138
Cam Severson,0.020416252
Ralph MacSweyn,0.020394108
Hal Picketts,0.020296967
Brandon Mashinter,0.02027541
Anssi Melametsa,0.020201482
Mark Popovic,0.020190247
Sasha Lakovic,0.020189522
Tim Conboy,0.020175295
Tavis Hansen,0.020140077
Dylan McIlrath,0.020099303
Patrice Cormier,0.020058948
Jay Rosehill,0.020043866
Tom Thurlby,0.019958317
Zenith Komarniski,0.019958317
Marc Rodgers,0.019958317
Karl Stewart,0.019945292
Harvey Rockburn,0.019929584
Maxim Kuznetsov,0.019922935
Steven Fogarty,0.019858076
Dan Chicoine,0.019858076
Jerry D'Amigo,0.019858076
Jonas Ronnqvist,0.019746768
Selmar Odelein,0.019743906
Mike Duco,0.019743906
David Jensen,0.019743906
Fedor Fedorov,0.019743906
Arch Wilder,0.019743906
Brett Festerling,0.019695523
Brendan Mikkelson,0.019678962
David Tomlinson,0.019662434
Peter Leboutillier,0.019658401
Tomas Kloucek,0.019648713
Jan Mursak,0.019642404
Brandon Gormley,0.019588853
Alex Henry,0.019520626
Ron Jones,0.019494399
Stephane Roy,0.019476994
Pat Daley,0.019476994
Les Kozak,0.019476994
William McCreary,0.019476994
Charlie Cotch,0.019476994
Don Smith,0.019476994
Carl Klingberg,0.019476994
Keith Redmond,0.019476994
Tom Polanic,0.019472895
Cody Almond,0.019469057
Kent McDonell,0.019328676
Darryl Bootland,0.019328676
Maxime Fortunus,0.019286329
Mat Clark,0.019286329
Tony Licari,0.019286329
Bruce Greig,0.019286329
Jean Bourcier,0.019286329
David Brine,0.019286329
Don Cairns,0.019286329
Corey Locke,0.019286329
JC Lipon,0.019286329
Christoph Bertschy,0.019286329
Gilles Bilodeau,0.019286329
Ed Cristofoli,0.019286329
Jeannot Gilbert,0.019286329
Jason Jaspers,0.019286329
Mike Moher,0.019286329
Ron Talakoski,0.019286329
Billy Sweezey,0.019286329
Kirby Law,0.019286329
Roman Tvrdon,0.019286329
Dan Mcfall,0.019286329
Alain Belanger,0.019286329
Kevin Evans,0.019286329
Allan Rourke,0.019229668
Rourke Chartier,0.01920567
James Bedard,0.019143252
Toni Dahlman,0.019143252
Mike Wong,0.019143252
Ron Ward,0.019064771
Ed Panagabko,0.018981644
Marc Potvin,0.018900949
Eric Charron,0.018892847
Bill Regan,0.018873396
Larry Courville,0.018833746
Matt Kassian,0.018786982
Gene Carrigan,0.018779538
Harold Starr,0.018775566
Jake Leschyshyn,0.018714479
Petteri Lindbohm,0.018709679
Aaron Volpatti,0.018703593
Boris Valabik,0.018699594
Brantt Myhres,0.018633227
Joey Tetarenko,0.01856721
Martin Sonnenberg,0.018473419
Fred Robertson,0.018469845
Andrei Bashkirov,0.018436651
Red Garrett,0.018402483
Luke Gazdic,0.018372784
Gerry Munro,0.018370244
Mike Brown,0.018370244
Dallas Eakins,0.018362167
Chris Bigras,0.018300868
Irv Frew,0.01827689
Dwayne Hay,0.018268701
Tim Sestito,0.01822418
Normand Baron,0.01821276
Andrew Bodnarchuk,0.018205325
Josh Gratton,0.018158642
Shawn Antoski,0.018096715
Alexandre Bolduc,0.01808377
Casey Bailey,0.018072239
John Sleaver,0.018072239
Jim Thomson,0.018017738
Joel Baillargeon,0.017939726
Mitchell Messier,0.017939726
Stefan Meyer,0.017939726
Vladislav Kolyachonok,0.017935476
Hugh Coflin,0.017929358
Norm Mann,0.017929358
Boyd Kane,0.017929358
John McCarthy,0.017924384
Grant Martin,0.017890747
Kim Clackson,0.017787784
Glen Sonmor,0.017656129
Nick Caamano,0.017527048
Roger Lemelin,0.017527048
Barry Cummins,0.017527048
John Emmons,0.017496543
James Warner,0.017456229
Gordie Poirier,0.017442802
Cameron Schilling,0.017442802
Brian Kinsella,0.017442802
Pat Shea,0.017442802
Sergei Zinovjev,0.017442802
Clarence Drouillard,0.017442802
Bernie Saunders,0.017442802
Tommy Smith,0.017442802
Ryan Parent,0.017420945
Sylvain Blouin,0.017404306
Ruman Ndur,0.017385923
Alek Stojanov,0.017319881
Olli Juolevi,0.017302074
Jacob Bernard-Docker,0.01724744
Ray Schultz,0.01724744
Kristian Vesalainen,0.017226733
Seth Helgeson,0.017182335
Jacob Moverare,0.017172128
Sean Whyte,0.017172128
Jack McVicar,0.017162022
Todd Rohloff,0.017128468
Helge Bostrom,0.01711775
Frank Beaton,0.017108174
Brad Miller,0.017055401
Rob O'Gara,0.01701416
Joe Callahan,0.016959331
Dane Byers,0.016873784
Marc Dufour,0.016873784
Cody Bass,0.016850514
Tyler Benson,0.016780893
Sammy McManus,0.016735046
Colby Robak,0.016685157
Harry Foster,0.016616371
Mathias  Brome,0.016540231
Bill Hutton,0.016523934
Dean Defazio,0.016477888
Brian O'Neill,0.016477888
Jordan Krestanovich,0.016477888
Ales Pisa,0.016469825
Garrett Burnett,0.016439541
Andrew Peters,0.016401918
John Jakopin,0.016289903
Harry Helman,0.016173696
Jeremy Reich,0.016170107
Jean-Francois Fortin,0.016158891
Maxim Kondratiev,0.016117224
Gerry Goyer,0.016117224
Ian Herbers,0.016110132
Kevin Sawyer,0.016098637
Bill Butters,0.016021573
Bill Phillips,0.016017273
Craig Ferguson,0.016017273
Jeremy Welsh,0.016017273
Anton Lindholm,0.015951976
Kyle Rossiter,0.015941615
Tyce Thompson,0.015941615
Timo Helbling,0.015941615
Mark Katic,0.015941615
Viv Allen,0.015941615
Victor Ignatjev,0.015941615
Al Simmons,0.015941615
Bryan Adams,0.015941615
Bob Liddington,0.015941615
Triston Grant,0.015941615
Johan Sundstrom,0.015941615
Jan Mertzig,0.015847438
Dillon Heatherington,0.015847438
Ed Finnigan,0.015840369
Fred Brown,0.015840369
Jack Tomson,0.015840369
Alain Nasreddine,0.015761262
Ralph Taylor,0.015538706
Kenndal McArdle,0.015524256
Oleg Mikulchik,0.01550611
Milt Halliday,0.015321085
Percy Traub,0.015229349
Steve Martinson,0.015147892
Antti Jussi Niemi,0.015087696
Billy Cameron,0.015074021
Leo Lafrance,0.015052551
Steven Goertzen,0.014955466
Riley Cote,0.014952172
Petr Vrana,0.01494105
Connor James,0.01494105
Christopher Pryor,0.014885386
Rhys Thomson,0.014747291
Keith Hanson,0.014747291
Shane Endicott,0.014746748
Zach Sill,0.014743788
Yanick Dupre,0.014713276
Harry Dick,0.014697185
Sean Gagnon,0.014697185
Kole Sherwood,0.014697185
Peter Ambroziak,0.014697185
Matt Ryan,0.014697185
Glenn Gawdin,0.014697185
Ryan Johnson,0.014697185
Michel Riesen,0.014697185
Adam Beckman,0.014697185
Brendan Shinnimin,0.014697185
Alexei Tezikov,0.014673321
Matt Martin,0.014656273
Benjamin Simon,0.014420842
Luc Bourdon,0.014395037
Pierre-Luc Letourneau-Leblond,0.014323023
Larry McIntyre,0.014323023
Jim Krulicki,0.014323023
Darcy Regier,0.014265227
Michael Rucinski,0.014265227
Neil Labatte,0.014265227
Sami Helenius,0.01425563
Staffan Kronwall,0.01425478
John Zeiler,0.014221183
Kris Vernarsky,0.014152162
Russell Walker,0.014152162
Egor Afanasyev,0.014152162
Stewart Malgunas,0.014139111
Jack Pratt,0.014096126
Lou Marcon,0.014071909
Luke Johnson,0.013929644
Peter Ratchuk,0.013929644
Shayne Stevenson,0.013821786
Randy Osburn,0.013821786
Matt Smaby,0.013755158
Trevor Gillies,0.013686753
Norm McAtee,0.013650259
Travis Morin,0.013650259
Arnie Kullman,0.013650259
Lean Bergmann,0.013650259
Christian Dube,0.013595186
David Hanson,0.013595186
Serge Lajeunesse,0.013466202
Aleksander Suglobov,0.0134553
Grant Hutton,0.0134553
Martin Grenier,0.0134553
Milos Kelemen,0.0134553
Ted Fauss,0.013412831
Sergei Plotnikov,0.013378244
Brad Mills,0.013282717
Eddie Convey,0.013282717
Ryan Russell,0.013065488
Thomas Price,0.013034793
Jim Niekamp,0.013034793
Connor Bunnaman,0.013011258
Lionel Heinrich,0.012990352
Amby Moran,0.012990352
Steve MacIntyre,0.012926081
Eriah Hayes,0.012835934
Bobby Burns,0.012835934
Lars Zetterstrom,0.012758514
Gregory Jacina,0.012758514
Claude Julien,0.012758514
Martin Samuelsson,0.012758514
Michael Stothers,0.01268458
Jim Murray,0.01268458
Julian Melchiori,0.01268458
Paul Raymond,0.012662764
Fred Elliott,0.012633055
Danny Richmond,0.012613412
Gordie Dwyer,0.012612117
Matt Higgins,0.012579402
Ron Moffat,0.012459412
Andre Deveaux,0.012359501
David Koci,0.012338086
Todd Simon,0.01233123
Tim Berni,0.012322565
Bobby Allen,0.012285244
Mike Halmo,0.01228244
Michael Mchugh,0.01228244
Chris Ahrens,0.012132896
Rene Chapdelaine,0.012057198
Ed Jeremiah,0.011990916
Jarrett Deuling,0.011990916
Greg Nemisz,0.011990916
Josiah Slavin,0.011990916
Michael Colman,0.011990916
Carter Ashton,0.011849501
Chris Mcrae,0.011785406
Rhett Gardner,0.011777309
Steve Gainey,0.011775601
Michal Barinka,0.011512883
Francis Lessard,0.011446444
Dean Malkoc,0.011430795
Alec Regula,0.011337135
Carsen Twarynski,0.011337135
Darrel Scoville,0.011324186
Dave Marcinyshyn,0.011324186
Cliff Thompson,0.011324186
Sergei Starikov,0.011324186
Tim Gettinger,0.011324186
Jay Leach,0.011252687
Griffin Reinhart,0.011163012
Josh Hennessy,0.010931265
Claude Robert,0.010931265
Joona Luoto,0.010931265
Denis Smith,0.010877552
Darcy Verot,0.010822698
Jaime Sifers,0.010822698
Steven Smith,0.010740523
Claudio Scremin,0.010740523
Rob Globke,0.010726205
Darryl Sly,0.010688594
Scott Timmins,0.010562497
Ben Walter,0.010562497
Frank Callighen,0.010507435
Erik Reitz,0.010447348
Phil Stevens,0.010226378
Alexei Kudashov,0.010226378
John Morrison,0.010226084
Yip Radley,0.010226084
David Watson,0.010226084
Casey Hankinson,0.010226084
Doug Friedman,0.010226084
Gord Redahl,0.010226084
Dennis Bonvie,0.010190959
John Sherf,0.010178834
Kerry Ketter,0.010086438
John Mokosak,0.010086438
Patrick Cote,0.00994321
Cummy Burton,0.009928969
Andrew Campbell,0.009928969
Fred Lowrey,0.009868264
Beattie Ramsay,0.009780655
Ivan Droppa,0.009769939
Alexander Brooks,0.009769939
Frank Heffernan,0.009769939
Bob Lemieux,0.009769939
Al Nicholson,0.009769939
Jack Dyte,0.009637577
Ted Stackhouse,0.009602432
Phil Samis,0.009509919
Petter Granberg,0.009509049
Ganton Scott,0.009502996
Allan Tuer,0.009502996
John Hilworth,0.009502996
Horace Merrill,0.009445041
Tomas Malec,0.009384668
Jack Marks,0.009366345
Shawn Belle,0.009363343
Kip Brennan,0.009206273
Harry Frost,0.009169605
Steve Brule,0.009169605
Paul McIntosh,0.009156374
John Gibson,0.009156374
Cale Fleury,0.009141248
Samuel Morin,0.009140845
Lester Patrick,0.009130257
Earl Johnson,0.009130257
Jesse Wallin,0.009051624
Darren Reid,0.008999217
Brett Lernout,0.008999217
T.J. Tynan,0.008999217
Jeff Ware,0.008999217
Joe Finley,0.008999217
Craig Martin,0.008999217
Ben Ondrus,0.008770629
Ryan Flinn,0.008718361
J.C. Beaudin,0.008671771
Robert Robinson,0.008671771
Davis Payne,0.008671771
Nikolai Tsulygin,0.008671771
Burr Williams,0.008671771
Mike Vernace,0.008671771
Gord Kannegiesser,0.008376221
Kyle Freadrich,0.008376221
Doug Baldwin,0.008108578
Tom Fowler,0.008108578
Colten Teubert,0.008108578
Dean Turner,0.008045227
Alexandre Picard,0.007901673
Matthew Spiller,0.007866632
Gregory Stewart,0.007644137
Joel Rechlicz,0.007644137
Reg Reid,0.007542457
Ryan MacInnis,0.007442091
Val Hoffinger,0.007257287
Warren Luhning,0.007087942
Bennett Wolf,0.006932509
Bob Whitelaw,0.006658166
Charles Cahill,0.006658166
Babe Donnelly,0.006425357
Don Ward,0.006425357
William Lockwood,0.006322302
Nathan McIver,0.006227159
Doug Doull,0.006139286
James Hughes,0.005913832
Murray Anderson,0.005913832
Robin Bartel,0.005849852
Bob Davie,0.005849852
Markus Niemelainen,0.005736309
Johnathan Aitken,0.005686091
Larry Molyneaux,0.005639853
Jim Agnew,0.005382712
Gord Strate,0.002439573
Ray Cote,0.00229179
Frank Peters,0.001691962
Reg Mackey,0.001613266
Stephane Guerard,0.00133783
Rollie Paulhus,0.001298482
Marc Moro,0.001180438
D'arcy Coulson,0.001101743
John Duggan,0.001062395
Werner Schnarr,0.001023047
Nathan Smith,0.001023047
Paul Higgins,0.001023047
Mason Geertsen,0.000983699
Rocky Thompson,0.000983699
Tomi Pettinen,0.000944351
Gordon Kruppke,0.000905003
Guillaume Desbiens,0.000905003
Pavel Kolarik,0.000905003
Dan Smith,0.000865655
Austin Poganski,0.000865655
Sascha Goc,0.000865655
Jared Ross,0.000851837
Stan Crossett,0.000826307
Mark Alt,0.000786959
Mitchell Fritz,0.000786959
Barry Boughner,0.000786959
Mike Amodeo,0.000747611
David Cullen,0.000747611
George Carroll,0.000747611
Robbie Russo,0.000747611
Morris Titanic,0.000747611
Olivier Magnan,0.000708263
Ryan Shea,0.000708263
Jim Hofford,0.000708263
Remi Royer,0.000708263
Bryan Young,0.000668915
Ernie Parkes,0.000668915
Charlie Phillips,0.000668915
Teemu Laakso,0.000668915
Mike Baumgartner,0.000668915
Allan Egeland,0.000668915
Filip Novak,0.000668915
Jack Miller,0.000668915
Riley Barber,0.000629567
Maurice Croghan,0.000629567
Billy Carter,0.000629567
Sampo Ranta,0.000629567
Pascal Pelletier,0.000629567
Kevin Colley,0.000629567
Ollie Reinikka,0.000629567
Jeff Batters,0.000629567
Eddie Dorohoy,0.000629567
Jesse Fibiger,0.000629567
Mike Prokopec,0.000590219
Marc  Michaelis,0.000590219
Andreas Engqvist,0.000590219
Andy Bellemer,0.000590219
Nick Smith,0.000590219
Jeff Harding,0.000590219
Eric Bertrand,0.000590219
Marc Laforge,0.000550871
Alan Letang,0.000550871
Chris Speyer,0.000550871
Josh Dunne,0.000550871
Terry Caffery,0.000550871
Derek Peltier,0.000550871
Dan Hinton,0.000550871
Ray Kinsella,0.000550871
Chick Webster,0.000550871
Wilf Loughlin,0.000550871
Radoslav Hecl,0.000550871
Ty Jones,0.000550871
Waltteri Merela,0.000550871
Steve Junker,0.000537054
Art Gauthier,0.000511523
Hap Myers,0.000511523
Dale Anderson,0.000511523
Philip Samuelsson,0.000511523
Andrey Pedan,0.000511523
David Printz,0.000511523
Kari Haakana,0.000511523
Joseph LaBate,0.000511523
Dean Arsene,0.000511523
Roger Lafreniere,0.000511523
Michael Farrell,0.000511523
Joe Piskula,0.000511523
Edward Diachuk,0.000472175
Brody Sutter,0.000472175
Sheldon Rempal,0.000472175
Alex Turcotte,0.000472175
Jim Dobson,0.000472175
Nick Drazenovic,0.000472175
Rinat Valiev,0.000472175
Brian Bonin,0.000472175
Peter Laviolette,0.000472175
Brian McDonald,0.000472175
Bill Folk,0.000472175
Pavel Skrbek,0.000472175
Bob Blake,0.000472175
Daniel Catenacci,0.000472175
Craig Fisher,0.000472175
Nicolas Kerdiles,0.000458358
Dave Morissette,0.000432827
Brad Tiley,0.000432827
Dave Downie,0.000432827
Skene Ronan,0.000432827
Val James,0.000432827
Mike Rowe,0.000432827
Yves Beaudoin,0.000432827
Mike Hordy,0.000432827
Gerry Fleming,0.000432827
Derek Bekar,0.000432827
Greg Holst,0.000432827
Tyrell Goulbourne,0.000432827
Fred Sasakamoose,0.000432827
Radek Hamr,0.000432827
Nelson Nogier,0.000432827
Brett Skinner,0.000432827
Paul Beraldo,0.000393479
Ernest Kenny,0.000393479
Jack Rodewald,0.000393479
Steven Zalewski,0.000393479
Greg Moore,0.000393479
Todd Hawkins,0.000393479
Gord Buttrey,0.000393479
Andy Schneider,0.000393479
Richard Scott,0.000393479
Kevin Schamehorn,0.000393479
Francis Wathier,0.000393479
Bryce Lampman,0.000393479
Ryan Kuffner,0.000393479
Alexandre Boikov,0.000393479
Michel Bolduc,0.000393479
Barrett Heisten,0.000393479
Kevin Marshall,0.000393479
Francis Belanger,0.000393479
Ryan Johnston,0.000393479
Guyle Fielder,0.000354132
Alexandre Grenier,0.000354132
Jonas Andersson,0.000354132
Jeff Rohlicek,0.000354132
Alex Khokhlachev,0.000354132
Dean Melanson,0.000354132
Alex Tidey,0.000354132
Marc Labelle,0.000354132
Glenn Smith,0.000354132
Mike Stutzel,0.000354132
Jame Pollock,0.000354132
Serge Roberge,0.000354132
Ron Hutchinson,0.000354132
Dan Jancevski,0.000354132
Ladislav Karabin,0.000354132
Paul Messier,0.000354132
Nicolas Blanchard,0.000354132
Jean-Luc Foudy,0.000354132
John Wilkinson,0.000354132
Jason Mcbain,0.000354132
Larry Landon,0.000354132
Robert McLean,0.000354132
Andre Peloffy,0.000354132
Dominic Turgeon,0.000354132
Tony Tuzzolino,0.000354132
Chase Balisy,0.000314784
Greg Britz,0.000314784
