Player, Score
Tomas Kopecky,0.127933584
Wyatt Johnston,0.127878705
Jeff Larmer,0.127851704
Jan Erixon,0.127839213
Scott Bjugstad,0.127801027
Rosaire Paiement,0.127776552
Lou Nanne,0.127753589
Niklas Hjalmarsson,0.127641279
Viktor Stalberg,0.127631356
Gus Giesebrecht,0.127612815
Jesperi Kotkaniemi,0.127526248
Sean Bergenheim,0.12747864
Jack Crawford,0.127450182
Nick Ritchie,0.127261551
Fedor Tyutin,0.127230804
Mike Milbury,0.127207757
Pep Kelly,0.127168675
Dave Hudson,0.127131944
Ondrej Kase,0.127117339
Alan Kerr,0.127061067
Mark Bell,0.127000847
Sven Baertschi,0.126918739
Don Metz,0.126890574
Mike Blaisdell,0.126885469
Bill Meronek,0.126875433
Barclay Goodrow,0.126792182
Samuel Pahlsson,0.12666641
Lance Nethery,0.126635204
Johnny Oduya,0.126631679
Bernie Johnston,0.126621972
Jack McLean,0.126586902
Richard Panik,0.126493775
Claude Vilgrain,0.126438768
Stan Gilbertson,0.12638155
Fran Huck,0.126340545
Hugh Harris,0.126316295
Turner Stevenson,0.126309877
Bates Battaglia,0.126242026
Red Green,0.126225678
Chad Kilger,0.126150977
Stephane Robidas,0.126015879
Don Tannahill,0.125991676
Robert Sullivan,0.12590638
Anton Lundell,0.125840928
Fernando Pisani,0.125765396
Jiri Tlusty,0.125644314
Tony Bukovich,0.125606781
Harry Mummery,0.125442813
Vaclav Varada,0.125433827
Derek Ryan,0.125405154
Andy Greene,0.125392948
Mark Taylor,0.125386394
Daniel Paille,0.12536556
Nicolas Roy,0.125246576
Kris Russell,0.125245746
Paul Woods,0.125225657
Alexander Barabanov,0.125214628
Cole Perfetti,0.125036382
Bob Manno,0.124973935
Daniel Sprong,0.124921133
Jaroslav Modry,0.124910622
Johnny Sheppard,0.124884621
Sylvio Mantha,0.12481066
Jean-Marc Richard,0.124766944
Konstantin Shafranov,0.124766944
Stephane Morin,0.124761188
Shorty Green,0.124758128
Nelson Pyatt,0.124702683
Ian Cole,0.124584275
Petr Prucha,0.124494895
Sean O'Donnell,0.124494641
Bill Houlder,0.124416215
Red Beattie,0.124366701
Bill Lindsay,0.124292006
Kent-Erik Andersson,0.124215734
Louis Sleigher,0.124156881
Matt Nieto,0.123885362
Dave Debol,0.123884546
Cody Franson,0.123864532
Lou Trudel,0.123855989
Luke Evangelista,0.123793168
Filip Chytil,0.123785029
Frantisek Kaberle,0.123741764
Kailer Yamamoto,0.123687316
Tim Sweeney,0.123679561
Jay McClement,0.123595472
Patrik Stefan,0.123414738
Glen Harmon,0.123392705
Dick Irvin,0.123307242
Ed Slowinski,0.123246972
Zack Smith,0.123244263
Brent Peterson,0.12306986
Mark Reeds,0.123057502
Erik Christensen,0.122998595
Ron Wilson,0.122936468
Nick Wasnie,0.12291524
Brooks Orpik,0.12286206
Lorne Ferguson,0.122823797
Jeff Shantz,0.12268516
Len Hachborn,0.122663899
Connie Broden,0.122661123
Rocky Saganiuk,0.122556645
Mark Lamb,0.122552271
Lawson Crouse,0.122487129
Zach Bogosian,0.12246484
Espen Knutsen,0.122427532
Arron Asham,0.122386747
Slava Voynov,0.122380635
Val Fonteyne,0.122337458
Tim Taylor,0.122318744
Sean Mckenna,0.12193379
Ryan Pulock,0.121929019
Scott Pellerin,0.121908585
Tom Roulston,0.12186241
Andrej Sekera,0.121832835
Owen Tippett,0.121816946
Mike Matheson,0.121795489
Curt Giles,0.121744312
Gord Labossiere,0.121730834
Zack Kassian,0.121661736
Connie Brown,0.121622579
Craig Rivet,0.12159936
Mathieu Joseph,0.121584414
Derrick Smith,0.121567841
Hib Milks,0.121539936
Richard Smehlik,0.121539435
Evgeny Davydov,0.121528313
Bill Hajt,0.121508699
Nate Schmidt,0.121505049
Brandon Pirri,0.121448742
Gabriel Vilardi,0.121407526
Jordan Leopold,0.121407329
David Savard,0.121367065
Lauri Korpikoski,0.121279942
Moritz Seider,0.121279325
Bob Brooke,0.121267753
Don Ashby,0.12119862
Stephane Quintal,0.121191045
Wally Boyer,0.121162092
Mike Craig,0.121146551
Craig Patrick,0.121103471
Antoine Roussel,0.121022289
Dana Murzyn,0.121007081
Fred Perlini,0.120955142
Tony Virta,0.120955142
George Johnston,0.120896237
Jan Caloun,0.120874884
Mal Davis,0.120844355
Bob Corkum,0.120794956
Bill Carse,0.120685359
Olli Maatta,0.120628775
Steve Konroyd,0.12062775
Bob Rivard,0.120494659
Art Gagne,0.120489046
Dave Semenko,0.120440615
Cody Hodgson,0.120384687
Wally Stanowski,0.120365122
Bob Carse,0.120346798
Peter Sundstrom,0.120317042
Jack Brownschidle,0.1202818
Ryan Donato,0.120276485
Radek Faksa,0.120233557
Hannu Virta,0.120082578
Paul Andrea,0.120061109
Trevor Letowski,0.120052625
Frank Fredrickson,0.120029391
Ron Zanussi,0.119968408
Harold Darragh,0.119947031
John McCreedy,0.119872235
John Stewart,0.11983733
Rasmus Andersson,0.119811787
Joe Sacco,0.119806761
Pierre Bouchard,0.119769431
Cliff Pennington,0.119617066
Luke Schenn,0.119613203
Rene Corbet,0.119574703
Ron Chipperfield,0.119553916
Jan Ludvig,0.119548946
Dave Silk,0.119451171
Raimo Summanen,0.119393504
Colton Sissons,0.119319666
Kilby MacDonald,0.119203995
Lindsay Carson,0.119200989
Lane Lambert,0.119121103
Alexander Karpovtsev,0.11910646
Dmitry Yushkevich,0.119098107
Ron Huston,0.119058579
David Moss,0.119052311
Brett McLean,0.118841172
Kent Douglas,0.118820683
Michel Briere,0.118722493
Ron Anderson,0.118685288
Tim Tookey,0.118656872
Paul Meger,0.118591146
Randy Moller,0.118457168
Larry Keenan,0.118421872
Marc Staal,0.118398908
Aaron Ward,0.118368256
Alexis Lafrenière,0.118322587
Dmitri Voronkov,0.118321161
Patric Kjellberg,0.1181313
Willie Mitchell,0.118011231
Gregory Campbell,0.117944284
Bert Corbeau,0.117939019
Glenn Brydson,0.117896202
Greg De Vries,0.11783382
Tom Gilbert,0.117832661
Dwight King,0.117823759
Curtis Leschyshyn,0.117724935
Oleg Saprykin,0.11760422
Boyd Devereaux,0.117581991
Doug Robinson,0.117549962
Toni Lydman,0.117503263
Dave Langevin,0.11747632
Andrei Lomakin,0.117470687
Joe Contini,0.11743595
Jonas Brodin,0.117424519
Keith Carney,0.117310862
Leo Lamoureux,0.117282857
Wayne Dillon,0.117272889
Hartland Monahan,0.117270612
Alyn McCauley,0.117210151
Murray Hall,0.11719577
Miles Wood,0.117143605
Antti Laaksonen,0.117099551
Billy Carroll,0.117096955
Rick Lapointe,0.117067363
Normand Leveille,0.11702203
George Owen,0.116996163
Joel Armia,0.116962056
Marc Fortier,0.11686136
Leroy Goldsworthy,0.116824683
Doug Jarrett,0.116786354
Mark Pederson,0.116715013
Tom Edur,0.116708855
Michael Raffl,0.116702526
Kjell Samuelsson,0.116699371
Phil Sykes,0.116659354
Andreas Johnsson,0.116619864
Eeli Tolvanen,0.116575738
Alexei Kasatonov,0.116560601
Dick Sarrazin,0.116551442
Ville Leino,0.116529665
Rob Gaudreau,0.116512102
Joe Krol,0.116468352
Jamie Baker,0.116435351
Craig Muni,0.116399359
Mickey MacKay,0.116358976
Gilles Thibaudeau,0.11635522
Ken Morrow,0.116350198
Jason Demers,0.116281599
Pat Peake,0.116279177
Jason York,0.116275388
Martin Skoula,0.116264372
David Michayluk,0.116214092
Robyn Regehr,0.116072702
Marcel Goc,0.115854111
Gerald Diduck,0.115840265
Armand Gaudreault,0.115839531
Travis Hamonic,0.11581282
Jock Callander,0.115770364
Nikita Gusev,0.115700269
Dillon Dube,0.115698947
Bo Berglund,0.115670987
Fern Flaman,0.115664461
Paul Di Pietro,0.115657448
Matt Beleskey,0.115653765
Dick Tarnstrom,0.115599361
Bucko McDonald,0.115523597
Glen Metropolit,0.115480648
Rob McClanahan,0.115449447
Vinnie Hinostroza,0.11541895
Jason Wiemer,0.115395081
Bill Lochead,0.115332773
Vic Venasky,0.115290793
Jimmy Vesey,0.115175745
Alex Newhook,0.115144012
Hamby Shore,0.115091945
Cliff Schmautz,0.115083385
Riley Sheahan,0.115083143
Mark Tinordi,0.115056769
Craig Adams,0.115017042
Oskar Sundqvist,0.115013315
Harold Snepsts,0.114994922
Gord Lane,0.11497369
Frank Spring,0.114973649
Shawn Matthias,0.114854791
Pierre Lacroix,0.114715934
Eddie Bruneteau,0.114712983
Dave Hrechkosy,0.114687716
Glen Sather,0.114631276
Micheal Ferland,0.114548161
Thomas Thornbury,0.114534929
Dick Gamble,0.114512752
Terry Carkner,0.114491767
Mark Kirton,0.11442426
Robert Nilsson,0.114404992
Danton Cole,0.114297911
Paulin Bordeleau,0.114133692
Donald Brashear,0.114003977
Dave Lewis,0.113969614
Wayne Primeau,0.113954702
Kyle Clifford,0.113900986
Leo Komarov,0.113868621
Richie Dunn,0.113855621
Eric Perrin,0.113831771
Moose Vasko,0.11365715
Peter Marsh,0.113612274
Rich Leduc,0.113583385
Ike Klingbeil,0.113474642
Angelo Moretto,0.113474642
Tristan Luneau,0.113474642
Andy Roach,0.113474642
Geordie Robertson,0.113474642
Billy MacMillan,0.113361922
Warren Holmes,0.11331777
Jonas Nordqvist,0.113297449
Petr Straka,0.113297449
Justin Richards,0.113297449
Karel Betik,0.113297449
Spencer Foo,0.113260411
Danny Belisle,0.113260411
Niklas Andersson,0.113248623
Gerry Lowrey,0.113218099
Sonny Milano,0.113134202
Alex Motter,0.113091016
Michael Thelven,0.11307201
Al Hill,0.11305797
Jordan Martinook,0.113043652
Mike Laughton,0.112995006
Hickey Nicholson,0.112950242
Matt Carey,0.112950242
Anthony Joseph,0.112950242
George Grigor,0.112950242
Tyler Angle,0.112950242
Adam Almquist,0.112950242
Bernie Ruelle,0.112950242
Brad Shaw,0.112909168
Brandon Tanev,0.112905147
Art Stratton,0.112867551
Scott Hannan,0.112837471
Gerry Melnyk,0.112829325
Ian White,0.112771481
Normand Lacombe,0.112731031
Jeff Hamilton,0.112727767
Kyle McLaren,0.112716493
Oscar Klefbom,0.112702458
Kirby Dach,0.112672876
Ilya Byakin,0.112623037
Richard Matvichuk,0.112614761
Red Horner,0.112609082
Armand Mondou,0.112576543
Mike Hudson,0.112541074
Don Barber,0.112472298
Brett Pesce,0.112469394
Niclas Bergfors,0.112468503
Reg Sinclair,0.112418174
Bill Watson,0.112357549
MacKenzie Weegar,0.112357321
Rick Chartraw,0.112277509
Bruce Boudreau,0.112268205
Daniel Tkaczuk,0.112257199
Larry Goodenough,0.112195168
Denis Gurianov,0.112160384
Rob Pearson,0.11209125
Glenn Goldup,0.112072422
Marcus Nilson,0.112022115
Carl Voss,0.112003472
Ron Delorme,0.111962951
Jim Korn,0.111944327
Wayne Bianchin,0.111858824
Vladimir Krutov,0.11184425
Mike Byers,0.111818109
Nick Cousins,0.111793445
Steve Staios,0.11172325
Brian Dumoulin,0.111569903
Tony Demers,0.111517414
Dmitry Kulikov,0.111515831
Nail Yakupov,0.111513271
Vladimir Orszagh,0.111483118
Dunc Fisher,0.111452266
Hnat Domenichelli,0.11144276
Dave Capuano,0.111381045
Bob Fillion,0.11137073
Lubos Bartecko,0.111346502
Kurtis Foster,0.111280512
Craig Johnson,0.111265469
Pat Conacher,0.111143128
Mario Faubert,0.111124544
Rich Lemieux,0.111070662
John Mitchell,0.111039173
Jon Sim,0.111016458
Bill McCreary,0.110968839
Rick Foley,0.11095882
Iiro Jarvi,0.110952901
Pat Lundy,0.110858519
Ric Nattress,0.110833449
Bobby Sheehan,0.110619224
Denis Arkhipov,0.110611706
Roly Rossignol,0.110557824
Floyd Thomson,0.110538349
Perry Berezan,0.11047275
Vladimir Sobotka,0.110440286
Warren Foegele,0.110414953
Steven Rice,0.110333774
Paul Baxter,0.110252992
Ville Peltonen,0.110251171
Alexei Gusarov,0.110216594
Sylvain Lefebvre,0.110042375
Fern Gauthier,0.109968553
Mike Eagles,0.109816076
Damien Brunner,0.109785968
Jocelyn Lemieux,0.109783439
Barry Dean,0.109718809
Rusty Crawford,0.109709149
Forbes Kennedy,0.109646661
John Wensink,0.109541234
Larry Wilson,0.109535632
Uli Hiemer,0.109534539
Art Somers,0.109533535
Kirill Marchenko,0.109498348
Tom Preissing,0.10947915
Brock McGinn,0.10937568
Jim Morrison,0.109252396
Rudy Migay,0.10918305
Luke Richardson,0.109168355
Scotty Cameron,0.109117938
Alexei Yegorov,0.109093652
Nathan Gerbe,0.109071707
Henry Boucha,0.109012641
Anders Eriksson,0.108950914
Bruce Crowder,0.1089384
Ruslan Salei,0.108829066
Todd Warriner,0.108716144
Norm Larson,0.108704317
Tom Gorence,0.10869943
Mark Lofthouse,0.10862671
Paul Boutilier,0.108619076
Steve Patrick,0.108608116
Esa Lindell,0.108593214
David Oliver,0.108592847
Ed Van Impe,0.10857608
Gord Kluzak,0.108533264
Doug Evans,0.108450918
Timo Jutila,0.108399579
Garth Butcher,0.108397665
Hal Gill,0.108328096
Craig Wolanin,0.108252574
Greg Theberge,0.108213123
Dave Archibald,0.108080723
Gary Aldcorn,0.108056109
Peter Douris,0.108051089
Iain Fraser,0.107986889
Norm Dussault,0.107959743
Thomas Eriksson,0.107904894
Ed Hoekstra,0.107851069
Ville Nieminen,0.107752
Adam Larsson,0.107742883
John Leblanc,0.107740397
Logan Cooley,0.107675897
Zemgus Girgensons,0.10763525
Jon Klemm,0.107591115
Bill Barilko,0.107557009
Dennis Polonich,0.107536084
Phil Hergesheimer,0.107450227
Bowen  Byram,0.10736834
Al Sims,0.107239361
Dave Forbes,0.107168414
Nick Holden,0.107149804
Denis Cyr,0.10714521
JJ Peterka,0.1071103
Luciano Borsato,0.10687288
Riley Nash,0.106842022
Ian Kidd,0.106803568
Lin Bend,0.10677505
Jay Beagle,0.106763939
Cody Ceci,0.106739464
Travis Boyd,0.106629202
Bill Dineen,0.106583283
Eddie Burke,0.106559117
Rostislav Olesz,0.106450835
Brad Marsh,0.106404207
Sean Durzi,0.106310422
Real Lemieux,0.106291929
Jiri Bubla,0.106272867
Anton Babchuk,0.106174746
Jack LeClair,0.106151673
Nicholas Paul,0.106101752
Dominik Kahun,0.106080233
Rafael Harvey-Pinard,0.105999376
Bill Cupolo,0.105933318
Daryl Evans,0.105915078
Marcus Kruger,0.105839374
Tomas Surovy,0.105829334
Al Karlander,0.105825864
Justin Braun,0.105818836
Jiri Latal,0.105816037
Gustav Forsling,0.105777506
Jarkko Varvio,0.105748611
Jack Quinn,0.105688638
Bill Touhey,0.105629585
Gary Marsh,0.105625311
Mike Stapleton,0.105618028
Luke Kunin,0.105593838
Pierre Engvall,0.105584124
Travis Sanheim,0.105558933
Ronnie Stern,0.105450361
Bert Marshall,0.105409411
Eddie Kullman,0.105404188
Craig Cameron,0.105403945
David Shaw,0.105386351
Brad Dalgarno,0.105229472
Mike Santorelli,0.105183538
Dave Pasin,0.105183255
Frank Carson,0.105167835
Polly Drouin,0.105167473
Frank Mario,0.10513865
Kaapo Kakko,0.104907178
Tommy Wingels,0.104896718
Bryan Fogarty,0.104866375
Joel Quenneville,0.104736979
Fred Hunt,0.104727032
Colton Sceviour,0.104659627
Jordan Greenway,0.104561356
Teddy Blueger,0.104529487
Ridly Greig,0.10450232
Steve Atkinson,0.104422046
Pentti Lund,0.104406187
Bryan Campbell,0.104406148
Louis Berlinquette,0.104326154
Thommy Abrahamsson,0.104277352
Colin Miller,0.10425689
Joffre Desilets,0.10424493
Matt Martin,0.104243201
Jason Garrison,0.10422941
Zach Sanford,0.104131964
Doug Roberts,0.104080818
Stephen Guolla,0.104065741
Raimo Helminen,0.104027283
Ken Klee,0.103992228
Ken Reardon,0.103989949
Brad Palmer,0.103953383
Brett Clark,0.103887296
Marcus Ragnarsson,0.10374665
Al Langlois,0.103649458
Eric Boguniecki,0.103595677
Norm Gratton,0.103581352
Ben Clymer,0.103544118
Allan Johnson,0.103495232
Colin White,0.103482438
Gene Ubriaco,0.103440055
Albert Leduc,0.103369124
Arnie Brown,0.10325015
Kari Eloranta,0.103232845
Joe Colborne,0.103231733
Jon Morris,0.103180206
Len Lunde,0.103132598
Ken Yaremchuk,0.103029803
Juraj Kolnik,0.102936626
Torrie Robertson,0.102926194
George Carey,0.102885175
Nate Thompson,0.102870154
Rob Schremp,0.102695437
Phil Maloney,0.102686169
Bob Turner,0.10267311
Dan Lambert,0.102661276
Steve Ludzik,0.102645267
Pius Suter,0.102634297
Bob Kirkpatrick,0.102617828
Bill Benson,0.102600307
Tobias Rieder,0.102582096
Bill Riley,0.102564567
Tyson Jost,0.102564109
Frank Ashworth,0.102514734
Mike Rathje,0.102404837
Jim Johnson,0.102401198
Arthur Kaliyev,0.102389162
Michael Amadio,0.10230918
Joe Crozier,0.102182339
Marc Del Gaizo,0.102182339
Kevyn Adams,0.102099774
Rosie Couture,0.102075071
Daniel Carcillo,0.102062986
Roland Cloutier,0.101984451
Joe Shack,0.101957895
Kerry Huffman,0.101941331
Bobby Brink,0.1019215
Karel Rachunek,0.101876406
Joe Matte,0.101863034
Travis Moen,0.101832852
Bob Beers,0.101823365
Doug Barkley,0.101803078
Kent Johnson,0.10179639
Danny Geoffrion,0.101751332
Kevin Haller,0.101694737
Wally Kilrea,0.101615986
Jim Dorey,0.101578508
Max Comtois,0.101522839
Vladimir Vorobiev,0.101491699
Zach Benson,0.101326631
Dale Rolfe,0.101295139
Mats Lindgren,0.101261455
Ab DeMarco,0.101240997
Dennis Owchar,0.101230429
Jim Nill,0.101219142
Frederick Gaudreau,0.10120113
Barry Wilkins,0.101195233
Jori Lehtera,0.101152812
Bob Girard,0.101129772
Carlo Colaiacovo,0.101093218
Larry Hopkins,0.101024858
Bill Nyrop,0.101004077
Adam Hall,0.100980541
Andy Spruce,0.100951132
Chris Kotsopoulos,0.100924663
Torrey Mitchell,0.100923885
Alan Kuntz,0.100918308
Richard Mulhern,0.100900114
Morgan Frost,0.100896078
Nigel Dawes,0.100798586
Marc Bergevin,0.100699291
Ed Kea,0.100664632
Lou Franceschetti,0.100660336
Brandon Bochenski,0.100643207
Art Coulter,0.10051218
Shane Willis,0.100484221
Eric Lacroix,0.100473921
Howie Menard,0.100461688
Tim Hunter,0.100396607
Dmitri Kalinin,0.100298776
Vic Ripley,0.100281409
Colin White,0.100259393
Sheldon Kennedy,0.100257009
Mike Millar,0.100191271
Alan Rittinger,0.100168876
Milan Kraft,0.100061691
Matthew Poitras,0.100059755
Brian Perry,0.099898877
Jack Stewart,0.099895445
Jesse Puljujarvi,0.099869134
Norm Schmidt,0.099844735
Gerry Hart,0.099827987
Philip Tomasino,0.099825051
Janne Ojanen,0.099822161
John Carter,0.099772193
Brad Lauer,0.09974802
Tyler Wright,0.099733188
Keith Ballard,0.099684538
Doug Hicks,0.099639601
Lars Lindgren,0.099618223
Jordin Tootoo,0.099582366
Will Butcher,0.099519288
Justin Florek,0.099517354
Harold Druken,0.099504674
Brit Selby,0.099464169
Brenden Dillon,0.099424357
Sean Kuraly,0.099419271
David Maley,0.09940554
Glen Currie,0.099404171
Hub Macey,0.099393946
Pierre Dagenais,0.099382877
Don Webster,0.099366848
Chris Campoli,0.099268482
George McPhee,0.099242869
Jordan Lavallee-Smotherman,0.09917704
Dan Dorion,0.09917704
Dallas Gaume,0.09917704
Ted Speers,0.09917704
Sebastien Bordeleau,0.099142839
Joe Micheletti,0.099089152
Pete Conacher,0.099020621
Fred Ahern Jr,0.099017897
David Sacco,0.099004039
Norm Aubin,0.098922067
Jean-Paul Gladu,0.098874839
Drew Miller,0.098808502
David Bruce,0.098806948
Billy Dea,0.098806217
Petr Kalus,0.098787562
Andy Delmore,0.09877107
James Black,0.098754045
Barrett Hayton,0.09870415
Jeff Sharples,0.098537294
Ralph Klassen,0.098534978
Colin Greening,0.09848719
Bryan Marchment,0.098483982
Devin Shore,0.098471104
Gaetano Orlando,0.098409887
William Carrier,0.098374106
Jack O'callahan,0.09836072
Gary Nylund,0.098349701
Reg Hamilton,0.098329513
Bob Woytowich,0.098302048
Niclas Havelid,0.098299397
Jean Lemieux,0.098280628
Derek Grant,0.09827152
Michel Picard,0.098231883
Chris Tanev,0.098214228
Tom Kostopoulos,0.098176519
Bill Muckalt,0.098159462
Bill Shill,0.098105377
John Chad,0.098077234
Craig Redmond,0.09779612
Mike Van Ryn,0.097745979
Tony White,0.09767143
Nick Boynton,0.097658417
Barret Jackman,0.097633549
Radko Gudas,0.097625201
Oskar Lindblom,0.097610298
Brian Conacher,0.097576808
Tanner Jeannot,0.09750838
Chris Joseph,0.097504748
Cory Sarich,0.097474987
Pete Kelly,0.097474876
Zbynek Michalek,0.097464954
Deron Quint,0.097464889
Leo Reise,0.097458763
Normand Rochefort,0.097365185
Sam Bettio,0.097351971
Ryan Shannon,0.097224473
Nic Dowd,0.097195784
Stefan Noesen,0.097179303
Hy Buller,0.09713205
Bob Hess,0.09712307
Randy Gilhen,0.097073147
Boyd Gordon,0.097058139
Scott Pearson,0.097056058
Larry Sacharuk,0.097048348
Rem Pitlick,0.097041442
Peter Bartos,0.097031856
Michael Carcone,0.096943442
Kevin Klein,0.09693732
Denis Pederson,0.096875089
Luke Glendening,0.096842871
Jason Smith,0.096819325
Bob Neely,0.0967245
Marco Scandella,0.096670703
Nick Harbaruk,0.096625122
Lonny Bohonos,0.09661873
Larry Skinner,0.096603445
Grant Stevenson,0.096603445
Brayden McNabb,0.096578985
Don Laurence,0.096573651
Josh Manson,0.096549721
Rostislav Klesla,0.096538261
Jim Hrycuik,0.096486357
Shane Pinto,0.096476385
Dave Kryskow,0.096465347
Tom Laidlaw,0.09645228
Pete Laframboise,0.096408674
Pavel Rosa,0.096401034
Fido Purpur,0.096393495
Kris King,0.096379357
Miroslav Dvorak,0.096289557
Maxim Lapierre,0.096237312
John Paul Kelly,0.096228638
Nevin Markwart,0.096206948
Larry Jeffrey,0.096201331
Landon Wilson,0.096195918
Kyle Quincey,0.096193618
Max Kaminsky,0.096169102
Al Dewsbury,0.096148643
Mikhail Tatarinov,0.096067564
Marek Malik,0.096061955
Bob Lorimer,0.096022784
Melker Karlsson,0.095999258
Ken Priestlay,0.095969248
Neil Strain,0.095957197
Craig Berube,0.09588566
Matthew Knies,0.095835621
Matt D'Agostini,0.095737374
Devante Smith-Pelly,0.095707621
Jimmy Hayes,0.09565869
Mike McMahon,0.095655995
Matt Pettinger,0.095640519
Craig Levie,0.095638334
Adam Boqvist,0.095611026
Georges Laraque,0.095605392
Jean-Yves Roy,0.095598637
Matt Bradley,0.095555971
Nick Spaling,0.095490263
Gino Rozzini,0.095432175
Ken Kilrea,0.095430297
Milan Marcetta,0.09542695
Scott Fraser,0.095298091
Tim Watters,0.095273882
Butch Williams,0.095230962
Niko Kapanen,0.095171838
Merlyn Phillips,0.095124657
Nils Hoglander,0.095096359
Dale Degray,0.094969444
Ryan Murray,0.094860654
Barry Cullen,0.094854153
Claire Alexander,0.094715097
Janne Niskala,0.0947074
Branko Radivojevic,0.094684745
Frank Foyston,0.094642935
Sven Andrighetto,0.094521797
Gordie Bruce,0.094481959
Joe Snively,0.094474365
Leo Gravelle,0.094464789
Bill Lesuk,0.094462548
Pascal Rheaume,0.094411932
Marc Bureau,0.094369747
Mason Appleton,0.094365028
Claude Verret,0.094234912
Andrew MacDonald,0.094223939
Steve Tuttle,0.094180814
Carl Gunnarsson,0.094180181
Danny Markov,0.094163735
Jason Dickinson,0.094163311
Bob Barlow,0.094077626
Jake Virtanen,0.094022437
Nick Schultz,0.09399502
Brett Howden,0.093955566
Noah Cates,0.093928489
Cory Conacher,0.093908566
Joe Jerwa,0.093883787
Ramzi Abid,0.09382527
Bert McCaffrey,0.093795082
David Roberts,0.093743591
Josh Leivo,0.093742391
Niko Dimitrakos,0.093741757
Sandy McCarthy,0.093705373
Jiri Dopita,0.093603196
Andy Hilbert,0.093598646
TJ Galiardi,0.0935689
Paul Broten,0.093538141
Douglas Morrison,0.093502493
Frank Ingram,0.093446892
Matt Grzelcyk,0.093433393
Jake Sanderson,0.0933464
Darby Hendrickson,0.093296121
Walt Atanas,0.093199706
Yvon Corriveau,0.093177577
Blake Lizotte,0.093148318
Pavel Mintyukov,0.093114661
Oliver Wahlstrom,0.093076638
Randy Rota,0.093066854
Jarkko Ruutu,0.093045224
Guy Trottier,0.093006399
Scott Howson,0.092996913
Mike Bloom,0.092963652
Jeff Odgers,0.092955445
Ron Lalonde,0.092935859
Magnus Paajarvi,0.092908153
Yannick Tremblay,0.092894129
Drake Berehowsky,0.092867287
Al Arbour,0.092854898
Jack McDonald,0.092796549
Erik Cernak,0.092792529
Basil Mcrae,0.092749666
Michael Rasmussen,0.092733338
Jim Jackson,0.092731993
Jack Lynch,0.092727775
Michael Stone,0.092670433
Alexandre Texier,0.092664812
Kraig Nienhuis,0.092661234
Garnet Hathaway,0.092648802
Bryan Watson,0.092632155
Pat Hannigan,0.092607517
Patrik Carnback,0.092468958
Juuso Parssinen,0.0924651
Richie Hansen,0.09238899
Chris Therien,0.092372639
Jim Slater,0.092280033
Jean-Francois Quintin,0.092253638
Drake Caggiula,0.092229935
Johan Larsson,0.092222461
Rene Trudell,0.092222046
Gino Odjick,0.092151255
Markus Granlund,0.092150631
Lloyd Klein,0.092116218
Darius Kasparaitis,0.0921125
Shawn Thornton,0.092075881
Jamie Heward,0.091911351
Dave Burrows,0.091829243
Pavel Dorofeyev,0.091825149
Warren Miller,0.091814047
Rod Morrison,0.091809398
Pierre-Edouard Bellemare,0.091774218
Jamie Lundmark,0.091748374
Mike Robitaille,0.091699823
Danny Gruen,0.091692533
Greg Carroll,0.091676766
Bill Summerhill,0.09164782
Harvey Bennett,0.091561058
Rod Lorrain,0.091539872
Austin Watson,0.09152374
Mike Crombeen,0.091522528
Bobby Simpson,0.091465454
Taylor Raddysh,0.091441272
Eetu Luostarinen,0.091398856
Jody Gage,0.091229784
Dan Bolduc,0.09122705
Randy Ladouceur,0.091221992
Roman Cervenka,0.091193892
Dale Weise,0.091177023
Dimitri Nabokov,0.091165053
Tommy Sjodin,0.091109455
Wes Jarvis,0.090983521
Owen Power,0.090975711
Neil Belland,0.090969419
Dan Bonar,0.090897815
Sam Steel,0.09086408
K'Andre Miller,0.090829299
Rick Zombo,0.090822168
Dylan Guenther,0.090794384
Sammy Blais,0.090783706
Dan Woodley,0.090771745
Ben Chiarot,0.090765385
John Lilley,0.090753533
Brian Pothier,0.090727998
Ryan Graves,0.090639986
Christian Fischer,0.090632794
Edward Courtenay,0.090603798
Rob Scuderi,0.090535646
Sandy Moger,0.090492087
David Nemirovsky,0.090478096
Michel Mongeau,0.090474911
Josh Archibald,0.090470834
Tomi Kallio,0.090413342
Greg Hotham,0.09041171
Joe Reekie,0.090397592
Don Morrison,0.090380701
Ric Jackman,0.09033635
Kai Nurminen,0.090306925
Mark Cullen,0.090243375
Pavel Vorobiev,0.090226491
Terry Gray,0.090225393
Janne Laukkanen,0.090190127
Igor Ulanov,0.090181986
Ryan Jones,0.090161431
Gord Hannigan,0.090142297
Danny DeKeyser,0.090129838
Rik Wilson,0.090070366
Brett Harkins,0.090067026
Church Russell,0.090014166
Gilbert Brule,0.089987723
Hec Lalande,0.089934691
Bruce Cassidy,0.089911779
Doug Gibson,0.089817131
Cedric Paquette,0.08978861
Wally Schreiber,0.089788014
Ivan Johnson,0.0897716
Nick Fotiu,0.089756212
Mike Sullivan,0.089720579
Brian Willsie,0.089704185
Danny Cox,0.089634182
Bob Plager,0.089597949
Joshua Ho-Sang,0.089573004
Erik Rasmussen,0.089531475
Paul Mulvey,0.089521201
Darryl Edestrand,0.08952068
David Haas,0.08941598
Akim Aliu,0.08941598
Andre Hidi,0.08941598
Alfie Turcotte,0.089413953
Nico Sturm,0.089385628
Mattias Norstrom,0.08936329
Joel Edmundson,0.089309688
